מספר מתקן,שם מתקן,מספר צרכן בעל המתקן,שם צרכן בעל המתקן,בעלות המתקן,סטאטוס,קבוצת מים,אקוויפר,ספיקה שעתית מקסימלית,מספר הפקה,מספר ארצי,אזור הפקה,אזור חקלאי,אזור גיאוגרפי,אזור אדמיניסטרטיבי,אזור תכנון
230076,פ כורדאנה דבליו 6,3030,חברת מליסה בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,16418,15824928,מערכת ארצית,העמקים,גליל מערבי,קרית ביאליק         ,קישון
230077,פ כורדאנה 4 וי,3030,חברת מליסה בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר הולוקן,הולוקן,,16442,15825020ב,מערכת ארצית,העמקים,גליל מערבי,קרית ביאליק         ,קישון
230078,פ כורדנה 7,3030,חברת מליסה בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר הולוקן,הולוקן,,16500,15824928א,מערכת ארצית,העמקים,גליל מערבי,קרית ביאליק         ,קישון
230079,פ סביניה10005קביאליק,3042,קרית ביאליק עיריה,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10283,15824820,מערכת ארצית,העמקים,גליל מערבי,קרית ביאליק         ,קישון
230080,פ קרית ביאליק,3042,קרית ביאליק עיריה,צרכן פרטי,לא פעיל,קידוח שפיר נאוגן,פליו-פליסטוקן מילוי,,11822,15824800א,מערכת ארצית,העמקים,גליל מערבי,קרית ביאליק         ,קישון
230081,פ כפר אתא אברמסקי,3046,אברמסקי אהרן,צרכן פרטי,לא פעיל,קידוח שפיר אאוקן,איאוקן,,10389,15924662,מערכת ארצית,העמקים,גליל מערבי,קרית אתא            ,קישון
230082,פ כפר אתא ביחר אתא,3048,אתא חב לטכסטיל בעמ,צרכן פרטי,לא פעיל,קידוח שפיר אאוקן,איאוקן,,16225,15924582,מערכת ארצית,העמקים,גליל מערבי,קרית אתא            ,קישון
230083,פ כפר אתא באום,3051,בוים משה ומרדכי,צרכן פרטי,לא פעיל,קידוח שפיר אאוקן,איאוקן,,11537,15924580,מערכת ארצית,העמקים,גליל מערבי,קרית אתא            ,קישון
230084,פ מפרץ חיפה חב החמצן,3060,מחסני חמצן סחר (1980)בע"מ,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,16227,15624680,,העמקים,גליל מערבי,קרית אתא            ,קישון
230085,פ מפרץ חיפה חב החמצן,3060,מחסני חמצן סחר (1980)בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,16234,15624660,מערכת ארצית,העמקים,גליל מערבי,קרית אתא            ,קישון
230086,פ דשנים כימיים 3,3063,דשנים וחומרים כימיים בע"מ,צרכן פרטי,פעיל,קידוח מטויב פליסטוקן,פליו-פליסטוקן מילוי,,16297,15724322,,העמקים,גליל מערבי,קרית אתא            ,קישון
230087,פ ביחר לדשנים 1,3063,דשנים וחומרים כימיים בע"מ,צרכן פרטי,פעיל,קידוח מטויב פליסטוקן,ניאוגן - מילוי,,16298,15724342,,העמקים,גליל מערבי,קרית אתא            ,קישון
230088,פ קרית בנימין באר א,3070,מעיינות אתא בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10243,15924426,מערכת ארצית,העמקים,גליל מערבי,קרית אתא            ,קישון
230089,פ ביחר רצף חדש,3073,רצף תעשיות מוצרי בנין בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,16299,15724528א,מערכת ארצית,העמקים,גליל מערבי,קרית אתא            ,קישון
230091,פ קרית מוצקין ממ 1,3160,פלגי מוצקין בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר הולוקן,הולוקן,,11363,15724828א,מערכת ארצית,העמקים,גליל מערבי,קרית מוצקין         ,קישון
230092,פ קרית מוצקין ממ 10,3160,פלגי מוצקין בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר הולוקן,הולוקן,,11557,15724940ב,מערכת ארצית,העמקים,גליל מערבי,קרית מוצקין         ,קישון
230093,פ קרית מוצקין 12,3160,פלגי מוצקין בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר הולוקן,הולוקן,30.00,11677,15724848א,מערכת ארצית,העמקים,גליל מערבי,קרית מוצקין         ,קישון
230094,פ קרית מוצקין ממ 13,3160,פלגי מוצקין בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר הולוקן,הולוקן,,11680,15724808ג,מערכת ארצית,העמקים,גליל מערבי,קרית מוצקין         ,קישון
230095,פ קרית מוצקין 16,3160,פלגי מוצקין בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר הולוקן,הולוקן,,11739,15724900ב,מערכת ארצית,העמקים,גליל מערבי,קרית מוצקין         ,קישון
230096,פ קרית מוצקין 17,3160,פלגי מוצקין בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר הולוקן,הולוקן,,11748,15624888,מערכת ארצית,העמקים,גליל מערבי,קרית מוצקין         ,קישון
230097,פ קרית מוצקין 18,3160,פלגי מוצקין בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר הולוקן,הולוקן,,11749,15724828ב,מערכת ארצית,העמקים,גליל מערבי,קרית מוצקין         ,קישון
230098,פ אבן יהודה דונגי ג,3178,מעינות השרון בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,30.00,20623,13918622,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230099,פ אבן יהודה מועצה א,3178,מעינות השרון בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן אבן יהודה,פליו-פליסטוקן מילוי,,20639,13918560,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230100,פ אבן יהודה המועצה ב,3178,מעינות השרון בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,21038,13918646,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230101,פ אבן יהודה אקשטיין,3180,אקשטין יוסף,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,300.00,20630,13918528,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230102,פ הדסים כפר הנער א,3185,ויצו-הדסים - כפר הילדים והנוער,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,20613,13918748,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230103,פ הדסים ג,3234,גלי משה - רישיון מצרפי,צרכן פרטי,פעיל,קידוח שפיר פל' תא 35,פליו-פליסטוקן מילוי,,20614,13918802,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230104,פ הדסים כפר הנוער ב,3234,גלי משה - רישיון מצרפי,צרכן פרטי,פעיל,קידוח שפיר פל' תא 35 איכות נחותה,פליו-פליסטוקן מילוי,100.00,21918,13918708,מערכת ארצית,המרכז,,רעננה               ,
230105,פ אבן יהודה חקלאי א,3186,החקלאי אבן יהודה אג' שת' בע"מ,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,120.00,20629,13818526,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230106,פ אבן יהודה ב החקלאי,3186,החקלאי אבן יהודה אג' שת' בע"מ,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,,20638,13818562,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230107,פ אבן יהודה ג,3186,החקלאי אבן יהודה אג' שת' בע"מ,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,,21040,13818680,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230108,פ תל יצחק 5 ווילר,3190,ר.א.ש.ל. ייזום וניהול נכסים בע"מ,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,100.00,20633,13818482,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230109,פ תל צור פוליגון,3194,באר פאלאגון,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,100.00,20621,14018724,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230110,פ אבן יהודה אג פלגי,3205,פלג אגודה הדדית בע"מ,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,,20635,13818484,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230111,פ גן יהודה 2 שותפות,3234,גלי משה - רישיון מצרפי,צרכן פרטי,פעיל,קידוח שפיר פל' תא 55 איכות נחותה,פליו-פליסטוקן מילוי,125.00,20636,13918406,מערכת ארצית,המרכז,,רעננה               ,
230112,פ אבן יהודה ג  זלינג,3213,שותפות באר 3,צרכן פרטי,רישיון לסתימה,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,100.00,20632,14018600,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230113,פ אבן יהודה 5 המצרים,3234,גלי משה - רישיון מצרפי,צרכן פרטי,פעיל,קידוח שפיר פל' תא 55 איכות נחותה,פליו-פליסטוקן מילוי,120.00,20637,13918520,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230114,פ אבן יהודה תל צור,3217,תל-צור אג' שת' חק' בע"מ,צרכן פרטי,לא פעיל,קידוח מטויב פליסטוקן,פליו-פליסטוקן מילוי,200.00,20622,13918760,מערכת ארצית,המרכז,רעננה,אבן יהודה,שרון
230115,פ באר יעקב אשגיב,3231,נועם ששון,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,,21409,13514902א,מערכת ארצית,השפלה וההר,רחובות,באר יעקב,מרכז
230116,פ באר יעקב רויה 1,3236,באר יעקב המועצה המקומית,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,20084,13414942,מערכת ארצית,השפלה וההר,רחובות,באר יעקב,מרכז
230117,פ באר יעקב רויה 3 ממ,3236,באר יעקב המועצה המקומית,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,20169,13414828,מערכת ארצית,השפלה וההר,רחובות,באר יעקב,מרכז
230118,פ באר יעקוב בורק שו8,3239,רבינוביץ - רז - שטנר,צרכן פרטי,רישיון לסתימה,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,180.00,21938,13314968א,מערכת ארצית,השפלה וההר,רחובות,באר יעקב,מרכז
230119,פ באר יעקב חב גולות,3245,גולות -1998       ,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,170.00,21377,13314948,מערכת ארצית,השפלה וההר,רחובות,באר יעקב,מרכז
230120,פ באר יעקב זייגר,3254,זייגר דליה,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,20088,13315080,מערכת ארצית,השפלה וההר,רחובות,באר יעקב,מרכז
230121,פ באר יעקב זמסקי,3255,ספקטור אריה ומרדכי,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,110.00,21652,13314944א,מערכת ארצית,השפלה וההר,רחובות,באר יעקב,מרכז
230122,פ באר יעקב רוויה 8,3260,יצחקי יעקב ואחרים,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,21720,13314920,מערכת ארצית,השפלה וההר,רחובות,באר יעקב,מרכז
230123,פ באר יעקב כהן ושות,3262,חב שלמה וחיים בעמ כהן שמריהו,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,20083,13414964,מערכת ארצית,השפלה וההר,רחובות,באר יעקב,מרכז
230124,פ באר יעקב כהנוביץ,3263,כהנוביץ גיזלה,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,21234,13514900,מערכת ארצית,השפלה וההר,רחובות,באר יעקב,מרכז
230125,פ באר יעקב זבוטינסקי,3264,כפר הנוער י. ז'בוטינסקי בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,21378,13415024,מערכת ארצית,השפלה וההר,רחובות,באר יעקב,מרכז
